frame,center,eyes_ratio,MOA
1,110.0,0.28095238095238095,0.8436614877321076
2,107.0,0.4380952380952381,0.8056510126494245
3,120.0,0.35714285714285715,0.9524241471993242
4,119.0,0.5571428571428572,0.9276435179375496
5,114.0,0.47619047619047616,0.8682431421244592
6,114.0,0.3619047619047619,1.0000000000000002
7,112.0,0.29047619047619044,0.9647638212377322
8,111.0,0.29523809523809524,0.7422680412371134
9,107.0,0.3047619047619048,0.5476591746943881
10,106.0,0.28095238095238095,0.6904757466825006
11,106.0,0.22857142857142856,0.8342191746462443
12,108.0,0.28095238095238095,0.7592566023652967
13,108.0,0.26666666666666666,0.9103664774626047
14,111.0,0.32857142857142857,0.8728573874893092
15,112.0,0.5142857142857142,0.9757162520935707
16,112.0,0.32857142857142857,0.939793423488437
17,111.0,0.35714285714285715,0.9356972863937918
18,111.0,0.4238095238095238,0.9899494936611665
19,113.0,0.34285714285714286,0.939793423488437
20,111.0,0.5428571428571428,0.8722278643062512
21,112.0,0.41428571428571426,0.9030639846320966
22,112.0,0.47619047619047616,0.9170700562532351
23,112.0,0.49523809523809526,0.970142500145332
24,114.0,0.47619047619047616,1.0000000000000002
25,116.0,1.0,0.9805806756909201
26,112.0,0.5571428571428572,0.9935326726564043
27,114.0,0.5714285714285714,0.90499392276375
28,112.0,0.5571428571428572,0.9805806756909201
29,113.0,0.4380952380952381,0.9950371902099892
30,114.0,0.47619047619047616,0.9561999555074318
31,115.0,0.43333333333333335,0.9765749485507943
32,117.0,0.5333333333333333,0.9962699665019749
33,114.0,0.35714285714285715,0.9081669331431134
34,115.0,0.32857142857142857,0.8944271909999159
35,115.0,0.3952380952380953,0.7626534343662301
36,114.0,0.2714285714285714,0.7893522173763263
37,114.0,0.4571428571428572,0.939793423488437
38,114.0,0.3952380952380953,0.9486832980505138
39,115.0,0.35714285714285715,0.9081669331431134
40,117.0,0.49523809523809526,0.9929278168066742
41,117.0,0.44285714285714284,0.9993148337667671
42,117.0,0.49523809523809526,0.8635016134879832
43,124.0,0.45714285714285713,0.9161573349021891
44,116.0,0.37142857142857144,0.9720822085732869
45,115.0,0.3857142857142857,0.9884744211184187
46,116.0,0.3047619047619048,0.9989685402102997
47,115.0,0.34285714285714286,0.9986741263294837
48,115.0,0.34285714285714286,0.9872411207126471
49,114.0,0.21904761904761905,0.8574929257125442
50,113.0,0.16666666666666669,0.7999999999999999
51,112.0,0.10952380952380952,0.7439207780445168
52,113.0,0.2285714285714286,0.964927366464558
53,114.0,0.23809523809523808,0.8831157194574105
54,114.0,0.2285714285714286,0.6726727939963125
55,112.0,0.28095238095238095,0.8320502943378436
56,113.0,0.4380952380952381,0.7727262545252342
57,114.0,0.4571428571428572,0.8944271909999159
