frame,center,eyes_ratio,MOA
1,220.0,0.3846153846153846,0.8436614877321074
2,219.0,0.4871794871794871,0.9588521353699884
3,222.0,0.4038461538461538,0.9805806756909202
4,223.0,0.6153846153846154,0.9950371902099892
5,212.0,0.6858974358974359,0.805192560781483
6,215.0,0.8782051282051282,0.8184130245263527
7,219.0,1.0,0.7893522173763263
8,225.0,0.7371794871794872,1.0000000000000002
9,227.0,0.8012820512820513,0.9999999999999998
10,226.0,0.6923076923076923,1.0000000000000002
11,223.0,0.7692307692307693,0.9486832980505138
12,222.0,0.4807692307692308,0.9922778767136676
13,224.0,0.4807692307692308,0.9976303284229832
14,222.0,0.3974358974358974,0.9599331947368136
15,226.0,0.6153846153846154,0.9927337820337084
16,227.0,0.3846153846153846,0.9754410020677065
17,228.0,0.5576923076923077,0.9647638212377322
18,226.0,0.6153846153846154,0.988210237283774
19,226.0,0.5192307692307693,0.962650940153899
20,226.0,0.4358974358974359,0.990163599913086
21,221.0,0.5641025641025641,0.9224409883013096
22,222.0,0.5641025641025641,0.996240588195683
23,223.0,0.5833333333333333,1.0
24,222.0,0.641025641025641,0.9999999999999998
25,219.0,0.8012820512820513,0.9161573349021892
26,217.0,0.9487179487179488,0.9170700562532352
27,224.0,0.75,0.98058067569092
28,225.0,0.641025641025641,0.9955557351145424
29,223.0,0.5641025641025641,0.9970544855015816
30,218.0,0.8012820512820513,0.946649906050144
31,223.0,0.4615384615384615,0.9922778767136676
32,223.0,0.641025641025641,0.9950371902099892
33,221.0,0.6666666666666667,0.9138115486202572
34,215.0,0.4615384615384615,0.7592566023652966
35,222.0,0.5576923076923077,0.9837002310416286
36,224.0,0.5897435897435898,0.9999061869691636
37,220.0,0.3653846153846154,0.9912279006826346
38,221.0,0.5576923076923077,0.9230769230769232
39,217.0,0.5576923076923077,0.9327981344055968
40,217.0,0.3653846153846154,0.8796486864220716
41,216.0,0.8653846153846154,0.8796486864220716
42,212.0,0.8653846153846154,0.5710644881985997
43,214.0,0.7435897435897436,0.8768124086713189
44,223.0,0.6153846153846154,0.981664958822398
45,216.0,0.7371794871794872,0.7772448707074856
46,222.0,0.5384615384615385,0.9801548125884952
47,223.0,0.5576923076923077,0.6227458074066251
48,223.0,0.5641025641025641,0.9907115796044094
49,223.0,0.8012820512820513,0.8574929257125441
50,225.0,0.6923076923076923,1.0000000000000002
51,218.0,0.5897435897435898,0.8320502943378437
52,221.0,0.5641025641025641,0.9224409883013096
53,222.0,0.5641025641025641,0.996240588195683
54,223.0,0.5833333333333333,1.0
55,222.0,0.641025641025641,0.9999999999999998
56,219.0,0.8012820512820513,0.9161573349021892
57,217.0,0.9487179487179488,0.9170700562532352
58,224.0,0.75,0.98058067569092
59,225.0,0.641025641025641,0.9955557351145424
60,223.0,0.5641025641025641,0.9970544855015816
61,218.0,0.8012820512820513,0.946649906050144
62,223.0,0.4615384615384615,0.9922778767136676
63,223.0,0.641025641025641,0.9950371902099892
64,221.0,0.6666666666666667,0.9138115486202572
65,215.0,0.4615384615384615,0.7592566023652966
66,222.0,0.5576923076923077,0.9837002310416286
67,224.0,0.5897435897435898,0.9999061869691636
68,220.0,0.3653846153846154,0.9912279006826346
69,221.0,0.5576923076923077,0.9230769230769232
70,221.0,0.5641025641025641,0.9224409883013096
